Subject,Predicate,Object
Tracy_Chou,wikiPageWikiLink,Jiang_Hou_Ren
Leonard_Adleman,wikiPageWikiLink,Carolyn_R._Bertozzi
Luis_von_Ahn,wikiPageWikiLink,Carnegie_Mellon_College_of_Fine_Arts
Elfriede_Abbe,wikiPageWikiLink,Ursula_Edgcumbe
John_Carmack,wikiPageWikiLink,Schutzstaffel
Walter_Allward,wikiPageWikiLink,Augustin-Norbert_Morin
Gordon_Bell,wikiPageWikiLink,Dennis_Bell_(basketball)
Agostino_da_Siena,wikiPageWikiLink,Rosalie_Gascoigne
Bert_Bos,wikiPageWikiLink,Programmable_calculator
Lambert-Sigisbert_Adam,wikiPageWikiLink,Louis_XV
John_De_Andrea,wikiPageWikiLink,The_StoryTeller_(TV_series)
Tim_Berners-Lee,wikiPageWikiLink,Bruce_Dickinson
Zhou_Chaochen,wikiPageWikiLink,Bernhard_Schölkopf
Bryan_Cantrill,wikiPageWikiLink,Scott_Aaronson
Robert_S._Boyer,wikiPageWikiLink,NPL_(programming_language)
Charles_Babbage,wikiPageWikiLink,United_States_Marine_Corps
Mikhail_Botvinnik,wikiPageWikiLink,Alexander_Alekhine
Bruce_Arden,wikiPageWikiLink,Roger_Hui
Rod_Canion,name,Rocky_Thompson_(golfer)
Woody_van_Amen,wikiPageWikiLink,List_of_female_sculptors
Egid_Quirin_Asam,wikiPageWikiLink,Louis_Quinze
Aleijadinho,wikiPageWikiLink,Jacques_de_Lajoue
Margaret_Burnett,wikiPageWikiLink,Carroll_Morgan_(computer_scientist)
Magdalena_Abakanowicz,wikiPageWikiLink,"List_of_public_art_in_Washington,_D.C.,_Ward_2"
Fred_Brooks,name,Scott_Turow
Hezekiah_Augur,wikiPageWikiLink,Brian_Looney
John_Vincent_Atanasoff,wikiPageWikiLink,Moore's_law
Ruth_Asawa,wikiPageWikiLink,Al_Robles
Steven_M._Bellovin,wikiPageWikiLink,Robert_Sproull
Peter_Bernus,wikiPageWikiLink,Enterprise_integration
Toomas_Altnurme,wikiPageWikiLink,Eleanor_Layfield_Davis
Diana_al-Hadid,wikiPageWikiLink,Frank_Gehry
Eric_Adjetey_Anang,wikiPageWikiLink,Volta_Region
Mary_Audsley,wikiPageWikiLink,Cristofano_Allori
Scott_Aaronson,wikiPageWikiLink,BQP
Alfred_Aho,wikiPageWikiLink,List_of_authors_by_name:_M
Steven_M._Bellovin,wikiPageWikiLink,Sanjay_Ghemawat
Egid_Quirin_Asam,wikiPageWikiLink,Voltaire
Amber_Aguirre,wikiPageWikiLink,Ronnie_Lott
David_Ascalon,wikiPageWikiLink,Pennsylvania_Station_(New_York_City)
Karoo_Ashevak,wikiPageWikiLink,Alootook_Ipellie
Silvio_Apponyi,wikiPageWikiLink,Sean_Dorney
Agostino_di_Duccio,wikiPageWikiLink,Simon_&_Schuster
Károly_Antal,wikiPageWikiLink,The_Outlaw_Josey_Wales
Nicolas-Sébastien_Adam,wikiPageWikiLink,Sanssouci
Leon_Battista_Alberti,wikiPageWikiLink,Giuseppe_Borsato
Anthony_James_Barr,wikiPageWikiLink,Sanjay_Ghemawat
Peter_Chen,wikiPageWikiLink,DYA_framework
David_Blei,wikiPageWikiLink,Betty_Holberton
Irene_Kataq_Angutitok,wikiPageWikiLink,Léon_Indenbaum
Andrew_Barto,wikiPageWikiLink,Jean_Bethke_Elshtain
Aisa_Amittu,wikiPageWikiLink,Ambrosius_Petruzzy
Toomas_Altnurme,wikiPageWikiLink,Bessie_Potter_Vonnoh
Edward_Allington,wikiPageWikiLink,Saint_Martin's_School_of_Art
David_F._Bacon,wikiPageWikiLink,Program_optimization
John_Wormald_Appleyard,wikiPageWikiLink,Pilaster
Abed_Abdi,wikiPageWikiLink,Isaac_Cruikshank
Jack_E._Bresenham,wikiPageWikiLink,Partially_observable_Markov_decision_process
Irene_Kataq_Angutitok,wikiPageWikiLink,Camille_Claudel
Alashua_Aningmiuq,wikiPageWikiLink,John_Sartain
Per_Abramsen,wikiPageWikiLink,Beatrice_Huntington
Benedetto_Antelami,wikiPageWikiLink,Roman_Catholic_Diocese_of_Arezzo-Cortona-Sansepolcro
Johannes_Josephus_Aarts,wikiPageWikiLink,Sarra_Lebedeva
Pamela_Ascherson,wikiPageWikiLink,Deirdre_Borlase
John_Wormald_Appleyard,wikiPageWikiLink,Battle_of_Waterloo
Alfred_Aho,wikiPageWikiLink,Deborah_Ager
John_Carmack,wikiPageWikiLink,Atari_8-bit_family
Rudolf_Bayer,wikiPageWikiLink,Brad_Hopkins
Sergey_Brin,wikiPageWikiLink,Category:21st-century_British_novelists
Károly_Antal,wikiPageWikiLink,SS
Samson_Abramsky,wikiPageWikiLink,Michael_O'Boyle
David_Blei,wikiPageWikiLink,Ubiquitous_computing
Leon_Battista_Alberti,wikiPageWikiLink,Andrea_Gritti
Frances_E._Allen,wikiPageWikiLink,Richard_E._Stearns
Agostino_di_Duccio,wikiPageWikiLink,Boccaccio
Andrew_Appel,wikiPageWikiLink,David_Canfield_Smith
Andrea_Aleksi,wikiPageWikiLink,Proportion_(architecture)
Ruth_Asawa,wikiPageWikiLink,Park_Place_Gallery
Beatrice_Angle,wikiPageWikiLink,Bettina_Scholl-Sabbatini
Grady_Booch,wikiPageWikiLink,Nekrogoblikon
Kathleen_Booth,wikiPageWikiLink,Sanjeev_Arora
Sanjeev_Arora,wikiPageWikiLink,"Bedminster,_New_Jersey"
Henry_Hugh_Armstead,wikiPageWikiLink,Franny_Moyle
Agostino_di_Duccio,wikiPageWikiLink,Hindu_astrology
Amandus_Adamson,wikiPageWikiLink,Carolyn_S._Shoemaker
Eric_Adjetey_Anang,wikiPageWikiLink,UT_Bank
Bruce_Arden,wikiPageWikiLink,Berkeley_Software_Distribution
Per_Brinch_Hansen,wikiPageWikiLink,Limbo_(programming_language)
Antun_Augustinčić,wikiPageWikiLink,Vraca_Memorial_Park
Jonathan_Bowen,wikiPageWikiLink,Category:Sons_of_life_peers
Rachel_Ara,wikiPageWikiLink,Davina_Semo
Henry_Hugh_Armstead,wikiPageWikiLink,Christina_Rossetti
Mikhail_Botvinnik,wikiPageWikiLink,Compensation_(chess)
Kathleen_Booth,wikiPageWikiLink,Ken_Thompson_(computer_programmer)
Lenore_Blum,wikiPageWikiLink,Calculator
Yaacov_Agam,wikiPageWikiLink,Bernard_Dufour
Robert_Cailliau,wikiPageWikiLink,Boeing
Jane_Ackroyd,wikiPageWikiLink,Paul_Richards_(artist)
John_Vincent_Atanasoff,wikiPageWikiLink,TRAC_programming_language
Serge_Abiteboul,wikiPageWikiLink,Monitor_(synchronization)
Gordon_Bell,wikiPageWikiLink,Minicomputer
Lisa_Anthony,wikiPageWikiLink,John_R._Klauder
Anthony_James_Barr,wikiPageWikiLink,Bill_Joy
Latcholassie_Akesuk,wikiPageWikiLink,Robert_Davidson_(artist)
Sanjeev_Arora,wikiPageWikiLink,Robert_C._Merton
Jean_Arp,wikiPageWikiLink,Brown_University
Hezekiah_Augur,wikiPageWikiLink,Ruth_Wilson_Gilmore
Rudolf_Bayer,wikiPageWikiLink,Brian_Wansink
Anita_Borg,wikiPageWikiLink,Applied_Materials
Pauline_Aitken,wikiPageWikiLink,Retta_T._Matthews
Hazel_Armour,wikiPageWikiLink,George_Ault
Agostino_di_Duccio,wikiPageWikiLink,Category:1497_in_Europe
Martin_Campbell-Kelly,wikiPageWikiLink,Bill_Gates
Louise_Abbéma,wikiPageWikiLink,George_Bernard_Shaw
Kinji_Akagawa,wikiPageWikiLink,Bob_Bjorklund
Mari_Andriessen,wikiPageWikiLink,Adrie_Andriessen
Kurt_Bollacker,wikiPageWikiLink,Scott_Shenker
Hezekiah_Augur,wikiPageWikiLink,Delia_Lyman_Porter
Eric_Adjetey_Anang,wikiPageWikiLink,University_for_Development_Studies
Julio_Abril,wikiPageWikiLink,Doris_Salcedo
Agostino_da_Siena,wikiPageWikiLink,Sarah_Fisher_Ames
Rod_Burstall,wikiPageWikiLink,Informatics
Hazel_Armour,wikiPageWikiLink,Surrealism
David_Ascalon,wikiPageWikiLink,Donald_Genaro
Nicolas-Sébastien_Adam,wikiPageWikiLink,Peter_the_Great
Karlheinz_Brandenburg,wikiPageWikiLink,NGO
John_Vincent_Atanasoff,wikiPageWikiLink,American_Society_for_Information_Science
Wil_van_der_Aalst,wikiPageWikiLink,Robert_S._Kaplan
Henry_Hugh_Armstead,wikiPageWikiLink,Effie_Gray
Agostino_di_Duccio,wikiPageWikiLink,Negative_sign_(astrology)
George_Boole,wikiPageWikiLink,Combinational_logic
Edmond_Amateis,wikiPageWikiLink,Amity_(Brown)
Rachel_Ara,wikiPageWikiLink,Elfriede_Abbe
Karoo_Ashevak,wikiPageWikiLink,Karoo_Ashevak
Giovanni_Antonio_Amadeo,wikiPageWikiLink,Carthusians
Alessandro_Algardi,wikiPageWikiLink,La_Sapienza_University
Amber_Aguirre,wikiPageWikiLink,Robert_Yeoman
Ásmundur_Sveinsson,wikiPageWikiLink,University_of_Iceland
Jean_Arp,wikiPageWikiLink,Francisco_Brines
John_Armleder,wikiPageWikiLink,Robert_Longo
Luca_Cardelli,wikiPageWikiLink,Informatics_Forum
John_Armleder,wikiPageWikiLink,Cosey_Fanni_Tutti
Giovanni_Antonio_Amadeo,wikiPageWikiLink,Category:Roman_Catholic_churches_in_Brescia
Margaret_Burnett,wikiPageWikiLink,On_Lisp
Per_Brinch_Hansen,wikiPageWikiLink,Program_optimization
Edmund_M._Clarke,wikiPageWikiLink,Chinese_New_Year
Scott_Aaronson,wikiPageWikiLink,Leonard_Susskind
Horst_Antes,wikiPageWikiLink,Andrea_Faciu
Sergey_Brin,wikiPageWikiLink,Category:German_companies_disestablished_in_2011
Peter_Bernus,wikiPageWikiLink,Disposition
Daniel_J._Bernstein,wikiPageWikiLink,Georgi_Guninski
Louis_Amateis,wikiPageWikiLink,Bastrop_County_Courthouse_and_Jail_Complex
Luca_Cardelli,wikiPageWikiLink,Mathematical_logic
George_Boole,wikiPageWikiLink,Joan_Hinton
Samson_Abramsky,wikiPageWikiLink,Austin_Tate
Edmond_Amateis,wikiPageWikiLink,Lutheran_Theological_Seminary_at_Philadelphia
Karlheinz_Brandenburg,wikiPageWikiLink,Bruce_Dickinson
Gilles_Brassard,wikiPageWikiLink,Ashok_Vijh
Frances_E._Allen,wikiPageWikiLink,Horticulture
Anita_Borg,wikiPageWikiLink,Julie_Spicer_England
Wäinö_Aaltonen,wikiPageWikiLink,Ivar_Tengbom
Jane_Ackroyd,wikiPageWikiLink,Leon_Kossoff
Louise_Abbéma,wikiPageWikiLink,Pedro_II_of_Brazil
Julio_Abril,wikiPageWikiLink,Victoria_Santa_Cruz
Gregory_Chaitin,wikiPageWikiLink,Category:Possibility
Rachel_Ara,wikiPageWikiLink,Brenda_Putnam
Johannes_Josephus_Aarts,wikiPageWikiLink,Robert_Taylor_(architect)
Kathleen_Booth,wikiPageWikiLink,QuickCheck
Pamela_Ascherson,wikiPageWikiLink,Merlin_James
Jeff_Bonwick,wikiPageWikiLink,Bourne_shell
Atta_ur_Rehman_Khan,wikiPageWikiLink,Sabbaruddin_Chik
Walter_Allward,wikiPageWikiLink,Nipissing_District
Leon_Battista_Alberti,wikiPageWikiLink,Category:Renaissance_architecture_in_Venice
Charles_Babbage,wikiPageWikiLink,Medicine
Lisa_Anthony,wikiPageWikiLink,Paul_Ortiz_(historian)
Ásmundur_Sveinsson,wikiPageWikiLink,Cod
Aleijadinho,wikiPageWikiLink,Catherine_the_Great
Daniel_J._Bernstein,wikiPageWikiLink,Tails_(operating_system)
Rosemary_Candlin,wikiPageWikiLink,Scotland
Mark_Antokolski,wikiPageWikiLink,Capitalism
Karel_Appel,wikiPageWikiLink,Peter_Galison
Jeff_Bonwick,wikiPageWikiLink,Roberto_Ierusalimschy
Toomas_Altnurme,wikiPageWikiLink,Benjamin_Waterhouse_Hawkins
Nicolas-Sébastien_Adam,wikiPageWikiLink,Lima
Tina_Allen,wikiPageWikiLink,Teresa_Margolles
Nir_Alon,wikiPageWikiLink,Arts_administration
Cecilia_R._Aragon,wikiPageWikiLink,Bert_Sutherland
Lenore_Blum,wikiPageWikiLink,Robert_W._Floyd
Grimanesa_Amorós,wikiPageWikiLink,Josette_Hébert-Coëffin
Antonio_Abondio,wikiPageWikiLink,Camille_Billops
David_F._Bacon,wikiPageWikiLink,List_of_computing_people
Karel_Aubroeck,wikiPageWikiLink,West_Flanders
Barry_Boehm,wikiPageWikiLink,Process_mining
Alonzo_Church,wikiPageWikiLink,Category:Logicians
Gene_Amdahl,wikiPageWikiLink,Category:Year_of_birth_missing
Luis_von_Ahn,wikiPageWikiLink,Presidents'_Athletic_Conference
Johannes_Josephus_Aarts,wikiPageWikiLink,Category:People_from_Meerssen
Eric_Adjetey_Anang,wikiPageWikiLink,Public_Health
Alessandro_Algardi,wikiPageWikiLink,Apostolic_Nuncio_to_Spain
Alessandro_Algardi,wikiPageWikiLink,Category:17th-century_Roman_Catholic_church_buildings_in_Italy
Anita_Borg,wikiPageWikiLink,Patricia_S._Cowings
Silvio_Apponyi,wikiPageWikiLink,Vera_Deacon
Edwin_Catmull,wikiPageWikiLink,Phong_shading
Jane_Ackroyd,wikiPageWikiLink,Cressida_Bell
Irene_Kataq_Angutitok,wikiPageWikiLink,Roberta_Everett
Stephen_R._Bourne,wikiPageWikiLink,Robin_Stevens_(author)
Ahmed_Al_Safi,wikiPageWikiLink,Ali_ibn_Ridwan
Tim_Berners-Lee,wikiPageWikiLink,Utrecht
Hazel_Armour,wikiPageWikiLink,Michael_Ancher
Dorothy_Blum,wikiPageWikiLink,Nondeterministic_machine
Bert_Bos,wikiPageWikiLink,Python_(programming_language)
Wäinö_Aaltonen,wikiPageWikiLink,Stig_Claesson
François_and_Michel_Anguier,wikiPageWikiLink,Eleanor_Layfield_Davis
Lambert-Sigisbert_Adam,wikiPageWikiLink,Bernard_II_van_Risamburgh
Hal_Abelson,wikiPageWikiLink,Category:Intellectual_property_organizations
Mikhail_Botvinnik,wikiPageWikiLink,8th_Chess_Olympiad
Aleijadinho,wikiPageWikiLink,Louis_XV_furniture
Edmond_Amateis,wikiPageWikiLink,General_George_G._Meade_(Calder)
Gerrit_Blaauw,wikiPageWikiLink,Roland_Carl_Backhouse
Edwin_Catmull,wikiPageWikiLink,RuPaul's_Drag_Race
John_Armleder,wikiPageWikiLink,Staatliches_Museum_Schwerin
Rosemary_Candlin,wikiPageWikiLink,Li_Wei_(computer_scientist)
Christophe-Gabriel_Allegrain,wikiPageWikiLink,Cornélie_Caroline_van_Asch_van_Wijck
Edwin_Catmull,wikiPageWikiLink,Gouraud_shading
Lennart_Augustsson,wikiPageWikiLink,GPL
John_Armleder,wikiPageWikiLink,Hungary
Robert_S._Boyer,wikiPageWikiLink,University_of_Pennsylvania
Giosuè_Argenti,wikiPageWikiLink,Ambrosius_Petruzzy
Tracy_Camp,wikiPageWikiLink,Bigtable
Henry_Hugh_Armstead,wikiPageWikiLink,The_Times
Magdalena_Abakanowicz,wikiPageWikiLink,Wojciech_Jaruzelski
Armen_Agop,wikiPageWikiLink,Zareh_Nubar
Antonio_Abondio,wikiPageWikiLink,Parys_Filippi
Mikhail_Botvinnik,wikiPageWikiLink,Emanuel_Lasker
Vint_Cerf,wikiPageWikiLink,Programmer
Jeff_Bonwick,wikiPageWikiLink,Sankar_Pal
Kevin_Ashton,wikiPageWikiLink,Arab_Agricultural_Revolution
Harry_Bouwman,wikiPageWikiLink,Bourne_shell
Rod_Burstall,wikiPageWikiLink,Turing_Award
Tiziano_Aspetti,wikiPageWikiLink,Francesco_Fontebasso
Leonard_Adleman,wikiPageWikiLink,Robert_Lucas_Jr.
Sjaak_Brinkkemper,wikiPageWikiLink,Calculator
Rod_Canion,name,Bill_Worrell
Mari_Andriessen,wikiPageWikiLink,Minor_basilica
Eric_Adjetey_Anang,wikiPageWikiLink,J._T._D._Addy
Tim_Berners-Lee,wikiPageWikiLink,Cyberbullying
Cecilia_R._Aragon,wikiPageWikiLink,Bernhard_Thalheim
Pablita_Abeyta,wikiPageWikiLink,Rosalie_Gascoigne
Beatrice_Angle,wikiPageWikiLink,Beth_Cullen-Kerridge
Per_Abramsen,wikiPageWikiLink,Bogdan_Rață
Sarah_Fisher_Ames,wikiPageWikiLink,Bettina_Scholl-Sabbatini
John_Wormald_Appleyard,wikiPageWikiLink,Early_English_architecture
Luca_Cardelli,wikiPageWikiLink,Andrew_D._Gordon
Serge_Abiteboul,wikiPageWikiLink,Ubiquitous_computing
Gilles_Brassard,wikiPageWikiLink,Jan_Myrheim
Jeff_Bezos,wikiPageWikiLink,Princeton_School_of_Public_and_International_Affairs
Walter_S._Arnold,wikiPageWikiLink,Alojz_Rigele
Harry_Bouwman,wikiPageWikiLink,Roberto_Ierusalimschy
John_Backus,wikiPageWikiLink,"California_State_University,_Sacramento"
Aleijadinho,wikiPageWikiLink,Rohr_in_Niederbayern
Manasie_Akpaliapik,wikiPageWikiLink,Johnny_Inukpuk
Gordon_Bell,wikiPageWikiLink,Amazon_Kindle
Karoo_Ashevak,wikiPageWikiLink,Pitseolak_Ashoona
Fred_Brooks,name,Bora_Laskin
John_Carmack,wikiPageWikiLink,Single-player
Frances_E._Allen,wikiPageWikiLink,David_Pietrusza
Friedrich_L._Bauer,wikiPageWikiLink,Nondeterministic_machine
Dorothy_Blum,wikiPageWikiLink,David_E._Shaw
Luca_Cardelli,wikiPageWikiLink,Mark_Jerrum
Luis_von_Ahn,wikiPageWikiLink,Josh_Groban
Edmund_M._Clarke,wikiPageWikiLink,Bing_(search_engine)
Dines_Bjørner,wikiPageWikiLink,Poul-Henning_Kamp
Luca_Cardelli,wikiPageWikiLink,Rod_Burstall
Cecilia_R._Aragon,wikiPageWikiLink,Scientific_Time_Sharing_Corporation
Irene_Kataq_Angutitok,wikiPageWikiLink,Alice_Rideout
Alberto_Ciaramella,wikiPageWikiLink,Bill_Joy
David_F._Bacon,wikiPageWikiLink,Roger_Hui
Mikhail_Botvinnik,wikiPageWikiLink,David_Bronstein
Norah_Ansell,wikiPageWikiLink,Elfriede_Abbe
Latcholassie_Akesuk,wikiPageWikiLink,Sandy_Lake_First_Nation
Ásmundur_Sveinsson,wikiPageWikiLink,Vikings
Amandus_Adamson,wikiPageWikiLink,Elmar_Kits
Rudolf_Bayer,wikiPageWikiLink,Carlos_Montezuma
Gregory_Chaitin,wikiPageWikiLink,Uncertainty_principle
Pamela_Ascherson,wikiPageWikiLink,Apu_Jan
Agostino_da_Siena,wikiPageWikiLink,András_Beck
Eric_Adjetey_Anang,wikiPageWikiLink,V.C.R.A.C._Crabbe
Sjaak_Brinkkemper,wikiPageWikiLink,Sankar_Pal
Lucien_den_Arend,wikiPageWikiLink,Prime_Minister_of_Sweden
Per_Brinch_Hansen,wikiPageWikiLink,List_of_computing_people
Gordon_Bell,wikiPageWikiLink,Robert_%22Kool%22_Bell
Andrew_Barto,wikiPageWikiLink,Ramesh_Sitaraman
George_Gammon_Adams,wikiPageWikiLink,Bachelor_of_Arts
Stephen_R._Bourne,wikiPageWikiLink,Pratap_Chandra_Lal
Tracy_Chou,wikiPageWikiLink,Robotics
Agostino_da_Siena,wikiPageWikiLink,Alison_Turnbull
Benjamin_Paul_Akers,wikiPageWikiLink,Free_Negro
Benedetto_Antelami,wikiPageWikiLink,Enzo_Benedetto
Janine_Antoni,wikiPageWikiLink,Cindy_Sherman
Hezekiah_Augur,wikiPageWikiLink,David_Pingree
Simeonie_Amagoalik,wikiPageWikiLink,Reuven_Shefer
Jeff_Bonwick,wikiPageWikiLink,Prolog
Andrew_Appel,wikiPageWikiLink,Entity-relationship_model
Isa_Paddy_Aqiattusuk,wikiPageWikiLink,Julian_Martinez
Nicolas-Sébastien_Adam,wikiPageWikiLink,Johann_Baptist_Zimmermann
John_Carmack,wikiPageWikiLink,The_Escapist_(magazine)
Shakuntala_Atre,wikiPageWikiLink,Poul-Henning_Kamp
Peter_Agostini,wikiPageWikiLink,Ronald_Bladen
Maurice_Ascalon,wikiPageWikiLink,Jewish_Theological_Seminary_of_America
Norah_Ansell,wikiPageWikiLink,Brenda_Putnam
Kiugak_Ashoona,wikiPageWikiLink,Fred_Sasakamoose
Wäinö_Aaltonen,wikiPageWikiLink,Jan_Groth
Agostino_da_Siena,wikiPageWikiLink,Caspar_Buberl
Lisa_Anthony,wikiPageWikiLink,University_of_Arizona
Julio_Abril,wikiPageWikiLink,Paul_Giudicelli
Harry_Bouwman,wikiPageWikiLink,Sankar_Pal
Serge_Abiteboul,wikiPageWikiLink,Partially_observable_Markov_decision_process
Ásmundur_Sveinsson,wikiPageWikiLink,Icelandic_Reformation
John_Carmack,wikiPageWikiLink,Blake_Stone
Egid_Quirin_Asam,wikiPageWikiLink,Sanssouci_Palace
Luca_Cardelli,wikiPageWikiLink,Aggelos_Kiayias
Ahmed_Al_Safi,wikiPageWikiLink,Freedom_Movement_of_Iran
Margaret_Burnett,wikiPageWikiLink,David_A._Huffman
Luis_von_Ahn,wikiPageWikiLink,Carolina_Panthers
Lawrence_M._Breed,wikiPageWikiLink,Software
Norah_Ansell,wikiPageWikiLink,Dorothy_Venning
John_Carmack,wikiPageWikiLink,Routledge
Tim_Berners-Lee,wikiPageWikiLink,Cristiano_Ronaldo
Ruth_Hutton_Ancker,wikiPageWikiLink,Roxanne_Swentzell
Maurice_Ascalon,wikiPageWikiLink,Psychology
Kiugak_Ashoona,wikiPageWikiLink,Mary_Two-Axe_Earley
Luca_Cardelli,wikiPageWikiLink,Horn_clause
Cecilia_Berdichevsky,wikiPageWikiLink,Bigtable
Ruth_Asawa,wikiPageWikiLink,Richmond_Art_Center
Mark_Antokolski,wikiPageWikiLink,Bowler_hat
Karlheinz_Brandenburg,wikiPageWikiLink,Daymond_John
Peter_Agostini,wikiPageWikiLink,Josef_Albers
Károly_Antal,wikiPageWikiLink,Val_A._Browning
Friedrich_L._Bauer,wikiPageWikiLink,Scott_Fahlman
Alessandro_Algardi,wikiPageWikiLink,Saint_Blaise
Sjaak_Brinkkemper,wikiPageWikiLink,Robert_W._Floyd
Peter_Agostini,wikiPageWikiLink,Pratt_Institute_School_of_Architecture
Per_Brinch_Hansen,wikiPageWikiLink,Category:Edsger_W._Dijkstra
Gregory_Chaitin,wikiPageWikiLink,Intractability_(complexity)
Bruce_Arden,wikiPageWikiLink,MIX
Edward_Allington,wikiPageWikiLink,Cecil_Thomas_(sculptor)
Bryan_Cantrill,wikiPageWikiLink,Mesh_networking
Károly_Antal,wikiPageWikiLink,José_Bohr
Scott_Aaronson,wikiPageWikiLink,PSPACE
David_F._Bacon,wikiPageWikiLink,Berkeley_Software_Distribution
Kurt_Bollacker,wikiPageWikiLink,Mihai_Nadin
Vint_Cerf,wikiPageWikiLink,Ramesh_R._Rao
Sanjeev_Arora,wikiPageWikiLink,Approximation_ratio
David_Blei,wikiPageWikiLink,Punched_card
Lawrence_M._Breed,wikiPageWikiLink,John_Estacio
Edmund_M._Clarke,wikiPageWikiLink,Poul-Henning_Kamp
Eric_Adjetey_Anang,wikiPageWikiLink,Peter_Ala_Adjetey
John_De_Andrea,wikiPageWikiLink,Hayward_Gallery
Eric_Adjetey_Anang,wikiPageWikiLink,Princeton_Owusu-Ansah
Manasie_Akpaliapik,wikiPageWikiLink,Inuit_clothing
Christophe-Gabriel_Allegrain,wikiPageWikiLink,Shane_Wilson
Norah_Ansell,wikiPageWikiLink,Camille_Billops
Mari_Andriessen,wikiPageWikiLink,Busan
John_Carmack,wikiPageWikiLink,Wolfenstein:_Youngblood
Karlheinz_Brandenburg,wikiPageWikiLink,Utrecht
Margaret_Burnett,wikiPageWikiLink,Morris_worm
Mari_Andriessen,wikiPageWikiLink,Jose_de_Rivera
Lenore_Blum,wikiPageWikiLink,Program_optimization
Lawrence_M._Breed,wikiPageWikiLink,Category:Grace_Murray_Hopper_Award_laureates
Bruce_Arden,wikiPageWikiLink,Natural_language_processing
Ásmundur_Sveinsson,wikiPageWikiLink,Voces_Thules
Sjaak_Brinkkemper,wikiPageWikiLink,Bertrand_Meyer
Tim_Berners-Lee,wikiPageWikiLink,Mollina
Horst_Antes,wikiPageWikiLink,Deutscher_Künstlerbund
Abhay_Bhushan,wikiPageWikiLink,David_Eppstein
Pablita_Abeyta,wikiPageWikiLink,Sarah_Fisher_Ames
David_Ascalon,wikiPageWikiLink,Roxy_Paine
Corrado_Böhm,wikiPageWikiLink,NASA
Toomas_Altnurme,wikiPageWikiLink,Robert_Thomas_(sculptor)
Bartolomeo_Ammanati,wikiPageWikiLink,Bjarke_Ingels
Diana_al-Hadid,wikiPageWikiLink,Brooklyn_Botanic_Garden
François_and_Michel_Anguier,wikiPageWikiLink,Benjamin_Waterhouse_Hawkins
Per_Brinch_Hansen,wikiPageWikiLink,Roger_Hui
Rediet_Abebe,wikiPageWikiLink,Roxbury_Latin_School
François_and_Michel_Anguier,wikiPageWikiLink,Beverly_Pepper
Gene_Amdahl,wikiPageWikiLink,Roman_Catholic_Diocese_of_Venice_in_Florida
Edwin_Catmull,wikiPageWikiLink,Category:Unisys
Kevin_Ashton,wikiPageWikiLink,McKinsey_&_Company
Gilles_Brassard,wikiPageWikiLink,Claude_Hillaire-Marcel
Louis_Amateis,wikiPageWikiLink,Santa_Fe_National_Cemetery
Anita_Borg,wikiPageWikiLink,Computational_neuroscience
Rod_Brooks,wikiPageWikiLink,SECD_machine
Egid_Quirin_Asam,wikiPageWikiLink,Georg_Wenzeslaus_von_Knobelsdorff
Woody_van_Amen,wikiPageWikiLink,Blanche_Nevin
Armen_Agop,wikiPageWikiLink,Hurufiyya_movement
Walter_Allward,wikiPageWikiLink,John_A.:_Birth_of_a_Country
George_Boole,wikiPageWikiLink,Journal_of_Asian_Studies
Alexander_Archipenko,wikiPageWikiLink,Richie_Scheinblum
Harry_Bouwman,wikiPageWikiLink,Bertrand_Meyer
Egid_Quirin_Asam,wikiPageWikiLink,Thomas_Gainsborough
David_P._Anderson,name,Brett_Cullen
Scott_Aaronson,wikiPageWikiLink,Adjacency_list
Ruth_Asawa,wikiPageWikiLink,"Desha_County,_Arkansas"
Aisa_Amittu,wikiPageWikiLink,Camille_Billops
Friedrich_L._Bauer,wikiPageWikiLink,Robert_Tarjan
Alexander_Archipenko,wikiPageWikiLink,Amy_Seimetz
Karlheinz_Brandenburg,wikiPageWikiLink,Cyberbullying
Giovanni_Antonio_Amadeo,wikiPageWikiLink,File:Lombardia_Milano8_tango7174.jpg
Peter_Agostini,wikiPageWikiLink,"Buenaventura,_Valle_del_Cauca"
Edward_Allington,wikiPageWikiLink,Victorine_Foot
John_De_Andrea,wikiPageWikiLink,Teacher
Sergey_Brin,wikiPageWikiLink,2016_United_Kingdom_European_Union_membership_referendum
Jean_Bartik,wikiPageWikiLink,BBC_News
Andrew_Barto,wikiPageWikiLink,Valerie_Martin
Nir_Alon,wikiPageWikiLink,Nir_Shavit
Karel_Aubroeck,wikiPageWikiLink,Padiham
Charles_Bachman,wikiPageWikiLink,David_E._Shaw
Tiziano_Aspetti,wikiPageWikiLink,Michelangelo_Grigoletti
Luis_von_Ahn,wikiPageWikiLink,Really_Achieving_Your_Childhood_Dreams
Julio_Abril,wikiPageWikiLink,Richard_Dominguez
Gordon_Bell,wikiPageWikiLink,Amazon_Web_Services
Walter_Allward,wikiPageWikiLink,Responsible_government
Edward_Allington,wikiPageWikiLink,Anthony_Froshaug
David_P._Anderson,name,Quentin_Grimes
Fred_Brooks,name,Megan_Marshall
Alonzo_Church,wikiPageWikiLink,Cantor's_first_uncountability_proof
Alexander_Archipenko,wikiPageWikiLink,Richard_Ellmann
Latcholassie_Akesuk,wikiPageWikiLink,Miami_Tribe_of_Oklahoma
